TableID,Frequency,Year,Quarter,Industry,IndustrYDescription,DataValue,NoteRef,SourceTableID
6,A,2006,2006,GFE,Government enterprises,66.8,6,6
6,A,2006,2006,GFE,Compensation of employees,60.3,6,6
6,A,2006,2006,GFE,Taxes on production and imports less subsidies,-2.4,6,6
6,A,2006,2006,GFE,Gross operating surplus,8.9,6,6
6,A,2006,2006,GFG,Gross operating surplus,195.4,6,6
6,A,2006,2006,GFG,Compensation of employees,314.5,6,6
6,A,2006,2006,GFG,General government,509.9,6,6
6,A,2006,2006,GFGD,National defense,315.1,6,6
6,A,2006,2006,GFGD,Gross operating surplus,122.1,6,6
6,A,2006,2006,GFGD,Compensation of employees,193.0,6,6
6,A,2006,2006,GFGN,Compensation of employees,121.5,6,6
6,A,2006,2006,GFGN,Nondefense,194.8,6,6
6,A,2006,2006,GFGN,Gross operating surplus,73.3,6,6
6,A,2006,2006,GSL,State and local,1216.4,6,6
6,A,2006,2006,GSL,Compensation of employees,1069.4,6,6
6,A,2006,2006,GSL,Taxes on production and imports less subsidies,-15.1,6,6
6,A,2006,2006,GSL,Gross operating surplus,162.2,6,6
6,A,2006,2006,GSLE,Taxes on production and imports less subsidies,-15.1,6,6
6,A,2006,2006,GSLE,Gross operating surplus,30.0,6,6
6,A,2006,2006,GSLE,Government enterprises,94.4,6,6
6,A,2006,2006,GSLE,Compensation of employees,79.5,6,6
6,A,2006,2006,GSLG,Compensation of employees,989.8,6,6
6,A,2006,2006,GSLG,General government,1122.1,6,6
6,A,2006,2006,GSLG,Gross operating surplus,132.2,6,6
6,A,2006,2006,HS,Gross operating surplus,1099.5,6,6
6,A,2006,2006,HS,Taxes on production and imports less subsidies,164.8,6,6
6,A,2006,2006,HS,Housing,1277.5,6,6
6,A,2006,2006,HS,Compensation of employees,13.2,6,6
6,A,2006,2006,ICT,Gross operating surplus,351.4,6,6
6,A,2006,2006,ICT,Taxes on production and imports less subsidies,47.9,6,6
6,A,2006,2006,ICT,Information-communications-technology-producing industries <sup>3</sup>,797.8,6,6
6,A,2006,2006,ICT,Compensation of employees,398.6,6,6
6,A,2006,2006,ORE,Other real estate,251.4,6,6
6,A,2006,2006,ORE,Taxes on production and imports less subsidies,18.4,6,6
6,A,2006,2006,ORE,Compensation of employees,65.9,6,6
6,A,2006,2006,ORE,Gross operating surplus,167.1,6,6
6,A,2006,2006,PGOOD,Private goods-producing industries <sup>1</sup>,2890.8,6,6
6,A,2006,2006,PGOOD,Gross operating surplus,1357.7,6,6
6,A,2006,2006,PGOOD,Taxes on production and imports less subsidies,92.9,6,6
6,A,2006,2006,PGOOD,Compensation of employees,1440.3,6,6
6,A,2006,2006,PROF,Professional and business services,1546.5,6,6
6,A,2006,2006,PROF,Taxes on production and imports less subsidies,52.7,6,6
6,A,2006,2006,PROF,Compensation of employees,1100.6,6,6
6,A,2006,2006,PROF,Gross operating surplus,393.2,6,6
6,A,2006,2006,PSERV,Gross operating surplus,3654.7,6,6
6,A,2006,2006,PSERV,Private services-producing industries <sup>2</sup>,9131.6,6,6
6,A,2006,2006,PSERV,Compensation of employees,4606.8,6,6
6,A,2006,2006,PSERV,Taxes on production and imports less subsidies,870.1,6,6
6,A,2006,2006,PVT,Private industries,12022.5,6,6
6,A,2006,2006,PVT,Taxes on production and imports less subsidies,963.1,6,6
6,A,2006,2006,PVT,Gross operating surplus,5012.3,6,6
6,A,2006,2006,PVT,Compensation of employees,6047.1,6,6
6,A,2007,2007,11,Gross operating surplus,107.0,6,6
6,A,2007,2007,11,"Agriculture, forestry, fishing, and hunting",146.3,6,6
6,A,2007,2007,11,Taxes on production and imports less subsidies,-2.6,6,6
6,A,2007,2007,11,Compensation of employees,41.8,6,6
6,A,2007,2007,111CA,Farms,117.9,6,6
6,A,2007,2007,111CA,Taxes on production and imports less subsidies,-3.9,6,6
6,A,2007,2007,111CA,Gross operating surplus,96.4,6,6
6,A,2007,2007,111CA,Compensation of employees,25.3,6,6
6,A,2007,2007,113FF,Gross operating surplus,10.6,6,6
6,A,2007,2007,113FF,"Forestry, fishing, and related activities",28.4,6,6
6,A,2007,2007,113FF,Compensation of employees,16.5,6,6
6,A,2007,2007,113FF,Taxes on production and imports less subsidies,1.3,6,6
6,A,2007,2007,21,Compensation of employees,62.7,6,6
6,A,2007,2007,21,Taxes on production and imports less subsidies,33.5,6,6
6,A,2007,2007,21,Mining,314.1,6,6
6,A,2007,2007,21,Gross operating surplus,217.9,6,6
6,A,2007,2007,211,Taxes on production and imports less subsidies,27.6,6,6
6,A,2007,2007,211,Gross operating surplus,155.8,6,6
6,A,2007,2007,211,Compensation of employees,22.6,6,6
6,A,2007,2007,211,Oil and gas extraction,206.0,6,6
6,A,2007,2007,212,Taxes on production and imports less subsidies,4.5,6,6
6,A,2007,2007,212,Gross operating surplus,37.2,6,6
6,A,2007,2007,212,"Mining, except oil and gas",58.0,6,6
6,A,2007,2007,212,Compensation of employees,16.3,6,6
6,A,2007,2007,213,Support activities for mining,50.1,6,6
6,A,2007,2007,213,Compensation of employees,23.9,6,6
6,A,2007,2007,213,Gross operating surplus,24.9,6,6
6,A,2007,2007,213,Taxes on production and imports less subsidies,1.4,6,6
6,A,2007,2007,22,Compensation of employees,63.1,6,6
6,A,2007,2007,22,Utilities,231.9,6,6
6,A,2007,2007,22,Taxes on production and imports less subsidies,51.4,6,6
6,A,2007,2007,22,Gross operating surplus,117.4,6,6
6,A,2007,2007,23,Taxes on production and imports less subsidies,8.3,6,6
6,A,2007,2007,23,Compensation of employees,440.0,6,6
6,A,2007,2007,23,Construction,715.7,6,6
6,A,2007,2007,23,Gross operating surplus,267.5,6,6
6,A,2007,2007,311FT,Compensation of employees,84.3,6,6
6,A,2007,2007,311FT,Taxes on production and imports less subsidies,21.5,6,6
6,A,2007,2007,311FT,Gross operating surplus,88.4,6,6
6,A,2007,2007,311FT,Food and beverage and tobacco products,194.2,6,6
6,A,2007,2007,313TT,Gross operating surplus,4.2,6,6
6,A,2007,2007,313TT,Compensation of employees,14.4,6,6
6,A,2007,2007,313TT,Taxes on production and imports less subsidies,0.7,6,6
6,A,2007,2007,313TT,Textile mills and textile product mills,19.3,6,6
6,A,2007,2007,315AL,Gross operating surplus,0.9,6,6
6,A,2007,2007,315AL,Taxes on production and imports less subsidies,0.3,6,6
6,A,2007,2007,315AL,Compensation of employees,10.7,6,6
6,A,2007,2007,315AL,Apparel and leather and allied products,11.8,6,6
6,A,2007,2007,31G,Taxes on production and imports less subsidies,63.9,6,6
6,A,2007,2007,31G,Gross operating surplus,838.2,6,6
6,A,2007,2007,31G,Manufacturing,1845.8,6,6
6,A,2007,2007,31G,Compensation of employees,943.6,6,6
6,A,2007,2007,31ND,Taxes on production and imports less subsidies,38.9,6,6
6,A,2007,2007,31ND,Compensation of employees,316.2,6,6
6,A,2007,2007,31ND,Nondurable goods,814.7,6,6
6,A,2007,2007,31ND,Gross operating surplus,459.6,6,6
6,A,2007,2007,321,Wood products,29.1,6,6
6,A,2007,2007,321,Compensation of employees,23.6,6,6
6,A,2007,2007,321,Gross operating surplus,4.8,6,6
6,A,2007,2007,321,Taxes on production and imports less subsidies,0.7,6,6
6,A,2007,2007,322,Taxes on production and imports less subsidies,1.8,6,6
6,A,2007,2007,322,Paper products,55.7,6,6
6,A,2007,2007,322,Compensation of employees,31.4,6,6
6,A,2007,2007,322,Gross operating surplus,22.5,6,6
6,A,2007,2007,323,Printing and related support activities,47.7,6,6
6,A,2007,2007,323,Gross operating surplus,13.5,6,6
6,A,2007,2007,323,Compensation of employees,33.3,6,6
6,A,2007,2007,323,Taxes on production and imports less subsidies,0.9,6,6
6,A,2007,2007,324,Petroleum and coal products,154.7,6,6
6,A,2007,2007,324,Gross operating surplus,136.4,6,6
6,A,2007,2007,324,Taxes on production and imports less subsidies,2.5,6,6
6,A,2007,2007,324,Compensation of employees,15.8,6,6
6,A,2007,2007,325,Compensation of employees,85.8,6,6
6,A,2007,2007,325,Chemical products,267.9,6,6
6,A,2007,2007,325,Taxes on production and imports less subsidies,9.6,6,6
6,A,2007,2007,325,Gross operating surplus,172.5,6,6
6,A,2007,2007,326,Plastics and rubber products,63.3,6,6
6,A,2007,2007,326,Taxes on production and imports less subsidies,1.5,6,6
6,A,2007,2007,326,Compensation of employees,40.6,6,6
6,A,2007,2007,326,Gross operating surplus,21.2,6,6
6,A,2007,2007,327,Nonmetallic mineral products,50.3,6,6
6,A,2007,2007,327,Taxes on production and imports less subsidies,1.3,6,6
6,A,2007,2007,327,Compensation of employees,29.7,6,6
6,A,2007,2007,327,Gross operating surplus,19.3,6,6
6,A,2007,2007,331,Compensation of employees,32.5,6,6
6,A,2007,2007,331,Gross operating surplus,29.9,6,6
6,A,2007,2007,331,Primary metals,64.6,6,6
6,A,2007,2007,331,Taxes on production and imports less subsidies,2.2,6,6
6,A,2007,2007,332,Gross operating surplus,43.3,6,6
6,A,2007,2007,332,Taxes on production and imports less subsidies,2.6,6,6
6,A,2007,2007,332,Fabricated metal products,134.8,6,6
6,A,2007,2007,332,Compensation of employees,88.9,6,6
6,A,2007,2007,333,Gross operating surplus,43.7,6,6
6,A,2007,2007,333,Machinery,129.6,6,6
6,A,2007,2007,333,Compensation of employees,82.8,6,6
6,A,2007,2007,333,Taxes on production and imports less subsidies,3.1,6,6
6,A,2007,2007,334,Compensation of employees,131.8,6,6
6,A,2007,2007,334,Taxes on production and imports less subsidies,6.8,6,6
6,A,2007,2007,334,Computer and electronic products,228.4,6,6
6,A,2007,2007,334,Gross operating surplus,89.7,6,6
6,A,2007,2007,335,Taxes on production and imports less subsidies,1.1,6,6
6,A,2007,2007,335,Compensation of employees,31.0,6,6
6,A,2007,2007,335,Gross operating surplus,18.1,6,6
6,A,2007,2007,335,"Electrical equipment, appliances, and components",50.3,6,6
6,A,2007,2007,3361MV,Taxes on production and imports less subsidies,2.9,6,6
6,A,2007,2007,3361MV,"Motor vehicles, bodies and trailers, and parts",125.0,6,6
6,A,2007,2007,3361MV,Compensation of employees,72.5,6,6
6,A,2007,2007,3361MV,Gross operating surplus,49.6,6,6
6,A,2007,2007,3364OT,Taxes on production and imports less subsidies,2.2,6,6
6,A,2007,2007,3364OT,Compensation of employees,65.8,6,6
6,A,2007,2007,3364OT,Other transportation equipment,114.3,6,6
6,A,2007,2007,3364OT,Gross operating surplus,46.3,6,6
6,A,2007,2007,337,Compensation of employees,23.8,6,6
6,A,2007,2007,337,Gross operating surplus,8.3,6,6
6,A,2007,2007,337,Furniture and related products,32.5,6,6
6,A,2007,2007,337,Taxes on production and imports less subsidies,0.4,6,6
6,A,2007,2007,339,Taxes on production and imports less subsidies,1.5,6,6
6,A,2007,2007,339,Compensation of employees,45.0,6,6
6,A,2007,2007,339,Miscellaneous manufacturing,72.2,6,6
6,A,2007,2007,339,Gross operating surplus,25.7,6,6
6,A,2007,2007,33DG,Taxes on production and imports less subsidies,25.0,6,6
6,A,2007,2007,33DG,Compensation of employees,627.4,6,6
6,A,2007,2007,33DG,Durable goods,1031.0,6,6
6,A,2007,2007,33DG,Gross operating surplus,378.6,6,6
6,A,2007,2007,42,Taxes on production and imports less subsidies,172.5,6,6
6,A,2007,2007,42,Compensation of employees,429.3,6,6
6,A,2007,2007,42,Wholesale trade,856.2,6,6
6,A,2007,2007,42,Gross operating surplus,254.4,6,6
6,A,2007,2007,441,Taxes on production and imports less subsidies,35.5,6,6
6,A,2007,2007,441,Motor vehicle and parts dealers,162.8,6,6
6,A,2007,2007,441,Compensation of employees,96.3,6,6
6,A,2007,2007,441,Gross operating surplus,31.0,6,6
6,A,2007,2007,445,Food and beverage stores,124.1,6,6
6,A,2007,2007,445,Compensation of employees,77.4,6,6
6,A,2007,2007,445,Gross operating surplus,27.8,6,6
6,A,2007,2007,445,Taxes on production and imports less subsidies,18.9,6,6
6,A,2007,2007,44RT,Gross operating surplus,182.1,6,6
6,A,2007,2007,44RT,Compensation of employees,506.4,6,6
6,A,2007,2007,44RT,Taxes on production and imports less subsidies,180.9,6,6
6,A,2007,2007,44RT,Retail trade,869.4,6,6
6,A,2007,2007,452,Taxes on production and imports less subsidies,36.6,6,6
6,A,2007,2007,452,Compensation of employees,78.0,6,6
6,A,2007,2007,452,General merchandise stores,124.6,6,6
6,A,2007,2007,452,Gross operating surplus,10.0,6,6
6,A,2007,2007,481,Air transportation,73.2,6,6
6,A,2007,2007,481,Taxes on production and imports less subsidies,16.8,6,6
6,A,2007,2007,481,Compensation of employees,39.9,6,6
6,A,2007,2007,481,Gross operating surplus,16.5,6,6
6,A,2007,2007,482,Rail transportation,32.4,6,6
6,A,2007,2007,482,Compensation of employees,19.3,6,6
6,A,2007,2007,482,Taxes on production and imports less subsidies,-0.3,6,6
6,A,2007,2007,482,Gross operating surplus,13.4,6,6
6,A,2007,2007,483,Gross operating surplus,8.3,6,6
6,A,2007,2007,483,Taxes on production and imports less subsidies,0.2,6,6
6,A,2007,2007,483,Compensation of employees,5.8,6,6
6,A,2007,2007,483,Water transportation,14.2,6,6
6,A,2007,2007,484,Compensation of employees,76.8,6,6
6,A,2007,2007,484,Truck transportation,123.7,6,6
6,A,2007,2007,484,Taxes on production and imports less subsidies,3.5,6,6
6,A,2007,2007,484,Gross operating surplus,43.4,6,6
6,A,2007,2007,485,Taxes on production and imports less subsidies,1.0,6,6
6,A,2007,2007,485,Compensation of employees,14.3,6,6
6,A,2007,2007,485,Transit and ground passenger transportation,26.3,6,6
6,A,2007,2007,485,Gross operating surplus,11.0,6,6
6,A,2007,2007,486,Gross operating surplus,6.5,6,6
6,A,2007,2007,486,Taxes on production and imports less subsidies,1.7,6,6
6,A,2007,2007,486,Pipeline transportation,13.0,6,6
6,A,2007,2007,486,Compensation of employees,4.7,6,6
6,A,2007,2007,487OS,Other transportation and support activities,89.9,6,6
6,A,2007,2007,487OS,Compensation of employees,63.8,6,6
6,A,2007,2007,487OS,Gross operating surplus,24.0,6,6
6,A,2007,2007,487OS,Taxes on production and imports less subsidies,2.1,6,6
6,A,2007,2007,48TW,Compensation of employees,255.9,6,6
6,A,2007,2007,48TW,Transportation and warehousing,414.0,6,6
6,A,2007,2007,48TW,Taxes on production and imports less subsidies,25.6,6,6
6,A,2007,2007,48TW,Gross operating surplus,132.5,6,6
6,A,2007,2007,493,Warehousing and storage,41.3,6,6
6,A,2007,2007,493,Taxes on production and imports less subsidies,0.6,6,6
6,A,2007,2007,493,Gross operating surplus,9.4,6,6
6,A,2007,2007,493,Compensation of employees,31.3,6,6
6,A,2007,2007,4A0,Other retail,457.9,6,6
6,A,2007,2007,4A0,Gross operating surplus,113.3,6,6
6,A,2007,2007,4A0,Compensation of employees,254.7,6,6
6,A,2007,2007,4A0,Taxes on production and imports less subsidies,89.9,6,6
6,A,2007,2007,51,Compensation of employees,260.5,6,6
6,A,2007,2007,51,Information,707.5,6,6
6,A,2007,2007,51,Gross operating surplus,399.0,6,6
6,A,2007,2007,51,Taxes on production and imports less subsidies,48.0,6,6
6,A,2007,2007,511,"Publishing industries, except internet (includes software)",184.6,6,6
6,A,2007,2007,511,Taxes on production and imports less subsidies,3.5,6,6
6,A,2007,2007,511,Gross operating surplus,101.5,6,6
6,A,2007,2007,511,Compensation of employees,79.7,6,6
6,A,2007,2007,512,Gross operating surplus,43.9,6,6
6,A,2007,2007,512,Taxes on production and imports less subsidies,6.3,6,6
6,A,2007,2007,512,Motion picture and sound recording industries,76.5,6,6
6,A,2007,2007,512,Compensation of employees,26.4,6,6
6,A,2007,2007,513,Taxes on production and imports less subsidies,36.2,6,6
6,A,2007,2007,513,Gross operating surplus,220.7,6,6
6,A,2007,2007,513,Broadcasting and telecommunications,374.0,6,6
6,A,2007,2007,513,Compensation of employees,117.1,6,6
6,A,2007,2007,514,"Data processing, internet publishing, and other information services",72.4,6,6
6,A,2007,2007,514,Gross operating surplus,33.0,6,6
6,A,2007,2007,514,Taxes on production and imports less subsidies,2.1,6,6
6,A,2007,2007,514,Compensation of employees,37.4,6,6
6,A,2007,2007,52,Compensation of employees,617.4,6,6
6,A,2007,2007,52,Taxes on production and imports less subsidies,42.2,6,6
6,A,2007,2007,52,Finance and insurance,1029.6,6,6
6,A,2007,2007,52,Gross operating surplus,369.9,6,6
6,A,2007,2007,521CI,Gross operating surplus,182.0,6,6
6,A,2007,2007,521CI,"Federal Reserve banks, credit intermediation, and related activities",406.8,6,6
6,A,2007,2007,521CI,Taxes on production and imports less subsidies,14.8,6,6
6,A,2007,2007,521CI,Compensation of employees,210.0,6,6
6,A,2007,2007,523,Gross operating surplus,-15.3,6,6
6,A,2007,2007,523,"Securities, commodity contracts, and investments",206.3,6,6
6,A,2007,2007,523,Taxes on production and imports less subsidies,5.1,6,6
6,A,2007,2007,523,Compensation of employees,216.5,6,6
6,A,2007,2007,524,Taxes on production and imports less subsidies,21.5,6,6
6,A,2007,2007,524,Insurance carriers and related activities,406.0,6,6
6,A,2007,2007,524,Compensation of employees,190.2,6,6
6,A,2007,2007,524,Gross operating surplus,194.4,6,6
6,A,2007,2007,525,Compensation of employees,0.7,6,6
6,A,2007,2007,525,"Funds, trusts, and other financial vehicles",10.5,6,6
6,A,2007,2007,525,Gross operating surplus,8.9,6,6
6,A,2007,2007,525,Taxes on production and imports less subsidies,0.9,6,6
6,A,2007,2007,53,Gross operating surplus,1516.7,6,6
6,A,2007,2007,53,Real estate and rental and leasing,1836.0,6,6
6,A,2007,2007,53,Taxes on production and imports less subsidies,207.2,6,6
6,A,2007,2007,53,Compensation of employees,112.2,6,6
6,A,2007,2007,531,Taxes on production and imports less subsidies,192.6,6,6
6,A,2007,2007,531,Gross operating surplus,1397.5,6,6
6,A,2007,2007,531,Real estate,1671.7,6,6
6,A,2007,2007,531,Compensation of employees,81.7,6,6
6,A,2007,2007,532RL,Compensation of employees,30.5,6,6
6,A,2007,2007,532RL,Rental and leasing services and lessors of intangible assets,164.3,6,6
6,A,2007,2007,532RL,Gross operating surplus,119.1,6,6
6,A,2007,2007,532RL,Taxes on production and imports less subsidies,14.6,6,6
6,A,2007,2007,54,Taxes on production and imports less subsidies,35.0,6,6
6,A,2007,2007,54,Compensation of employees,655.0,6,6
6,A,2007,2007,54,"Professional, scientific, and technical services",985.4,6,6
6,A,2007,2007,54,Gross operating surplus,295.3,6,6
6,A,2007,2007,5411,Taxes on production and imports less subsidies,21.4,6,6
6,A,2007,2007,5411,Gross operating surplus,86.2,6,6
6,A,2007,2007,5411,Legal services,217.6,6,6
6,A,2007,2007,5411,Compensation of employees,110.0,6,6
6,A,2007,2007,5412OP,Taxes on production and imports less subsidies,10.1,6,6
6,A,2007,2007,5412OP,Gross operating surplus,186.1,6,6
6,A,2007,2007,5412OP,"Miscellaneous professional, scientific, and technical services",600.7,6,6
6,A,2007,2007,5412OP,Compensation of employees,404.4,6,6
6,A,2007,2007,5415,Gross operating surplus,23.0,6,6
